Task ID: 1	Task: acid stain concrete
		2	prevent a heart attack alone
		2	prevent heart attack
		2	prevent massive heart attack
		2	prevent myocardial infarction
		1	Article Preventing Heart
		1	How to Prevent Stroke and Heart Attack
		1	How to Stop Heart Attack Symptoms
		1	Prevent Heart Disease
		1	Source Preventing Heart
		1	american heart association offers
		1	cardiovascular disease prevention guidelines read
		1	concerned prevent heart
		1	coronary heart disease
		1	education how does prevent heart
		1	health topics heart attack
		1	heart attack
		1	heart attacks
		1	heart disease risk factors
		1	heart health prevent heart disease
		1	heart to heart prevent heart attack
		1	latest prevent heart
		1	prevent a second heart attack
		1	prevent and reverse heart disease
		1	prevent heart disease
		1	prevent heart failure
		1	sacral and how does prevent heart
		1	summary what becomes how does prevent heart
		1	the 7 steps for how to prevent heart disease
		1	your heart and prevent heart disease
Task ID: 42	Task: make a teddy bear
	Subtask ID: 1	Description: What fabric should I buy
		1	Cheap Teddy Bear Making
		1	Free Fabric Teddy Bear Patterns
		1	How to Make Your Own Teddy Bear
		1	How to Make a Memory Bear
		1	Teddy Bear making book
		1	basic teddy bear making instructions
		1	bear-making supplies
		1	details for Teddy Bear making
		1	easy teddy bear
		1	easy to make teddy bear kit
		1	how to make a felted teddy bear
		1	how to make a teddy bear
		1	kits teddy bear
		1	make a teddy bear
		1	make a teddy bear from a onesie
		1	make a teddy bear from a shirt
		1	make a teddy bear from baby clothes
		1	make a teddy bear from old clothes
		1	make a teddy bear from pajamas
		1	make a teddy bear out of a shirt
		1	make a teddy bear out of an old shirt
		1	make your own teddy bear
		1	stuffing for teddy bear making
		1	teddy bear fabric
		1	teddy bear making kits
		1	teddy bear mohair
	Subtask ID: 2	Description: Where can I buy the fabric
		1	Cheap Teddy Bear Making
		1	Teddy Bear Making Supplies
		1	craft mall
	Subtask ID: 3	Description: What other decorative material do I need
		1	Cheap Teddy Bear Making
		1	How to Make Your Own Teddy Bear
		1	How to Make a Memory Bear
		1	Teddy Bear Making Supplies
		1	Teddy Bear making book
		1	basic teddy bear making instructions
		1	basic tools needed
		1	bear-making supplies
		1	details for Teddy Bear making
		1	easy teddy bear
		1	easy to make teddy bear kit
		1	how to make a felted teddy bear
		1	how to make a teddy bear
		1	kits teddy bear
		1	make a teddy bear
		1	make a teddy bear from a onesie
		1	make a teddy bear from a shirt
		1	make a teddy bear from baby clothes
		1	make a teddy bear from old clothes
		1	make a teddy bear from pajamas
		1	make a teddy bear out of a shirt
		1	make a teddy bear out of an old shirt
		1	make your own teddy bear
		1	teddy bear making kits
	Subtask ID: 4	Description: Find templates for teddy bears
		2	Free Printable Teddy Bear Patterns
		2	teddy bear patterns
		2	teddy bears pattern
		1	Free Fabric Teddy Bear Patterns
		1	Free Teddy Bear Patterns Large
		1	Free Teddy Bear Patterns for Beginners
		1	Memory Bear Pattern Download
		1	Memory Bear Pattern Free
		1	Simplicity Memory Bear Pattern
		1	basic teddy bear making instructions
		1	craft mall
		1	details for Teddy Bear making
		1	easy teddy bear
		1	easy to make teddy bear kit
		1	free teddy bear sewing pattern
		1	free teddy bear sewing patterns
		1	how to make a felted teddy bear
		1	how to make a teddy bear
		1	kits teddy bear
		1	make a teddy bear
		1	make a teddy bear from a onesie
		1	make a teddy bear from a shirt
		1	make a teddy bear from baby clothes
		1	make a teddy bear from old clothes
		1	make a teddy bear from pajamas
		1	make a teddy bear out of a shirt
		1	make a teddy bear out of an old shirt
		1	make your own teddy bear
		1	supplies free teddy bear patterns
		1	teddy bear making kits
		1	teddy bear pattern items
		1	teddy bear template free
	Subtask ID: 5	Description: What should I stuff it with
		2	stuffing for teddy bear making
		1	Cheap Teddy Bear Making
		1	How to Make Your Own Teddy Bear
		1	How to Make a Memory Bear
		1	Teddy Bear Making Supplies
		1	Teddy Bear making book
		1	basic teddy bear making instructions
		1	basic tools needed
		1	bear-making supplies
		1	craft mall
		1	details for Teddy Bear making
		1	easy teddy bear
		1	easy to make teddy bear kit
		1	how to make a felted teddy bear
		1	how to make a teddy bear
		1	kits teddy bear
		1	make a teddy bear
		1	make a teddy bear from a onesie
		1	make a teddy bear from a shirt
		1	make a teddy bear from baby clothes
		1	make a teddy bear from old clothes
		1	make a teddy bear from pajamas
		1	make a teddy bear out of a shirt
		1	make a teddy bear out of an old shirt
		1	make your own teddy bear
		1	teddy bear making kits
Task ID: 43	Task: browse the internet anonymously
	Subtask ID: 1	Description: How to hide my IP address
		1	150-pack icloth screen cleaning wipes
		1	Anonymous Internet Browsing Tips
		1	Anonymous Internet Browsing software
		1	Anonymous Internet browsing enables
		1	Browse Internet Anonymously with Operator
		1	Browse Internet Anonymously with Tor
		1	Free anonymous Internet browsing
		1	How to Access the Deep Web
		1	How to Browse Web anonymously
		1	How to Set Up Tor Browser
		1	ad blockers
		1	anonymize surfing
		1	browse internet anonymously at work
		1	browse internet anonymously chrome
		1	browse internet anonymously firefox
		1	browse internet anonymously ipad
		1	browse internet anonymously mac
		1	browse internet anonymously proxy
		1	browse internet anonymously raspberry pi
		1	browse internet anonymously with tor
		1	browse the internet anonymously
		1	browse the internet anonymously free
		1	data encryption
		1	how to browse anonymously and delete internet browsing history
		1	how to browse anonymously chrome
		1	how to browse internet anonymously
		1	how to browse internet anonymously using tor in fedora
		1	how to browse the internet anonymously with firefox
		1	how to browse the internet perfectly anonymously
		1	how to keep your data private and browse the internet anonymously
		1	how to search for internet health information anonymously
		1	how to use the internet anonymously using tor and privoxy
		1	howto publish anonymously on the internet using tor
		1	internet address
		1	internet anonymously
		1	internet explorer privacy solution
		1	internet privacy
		1	ip number
		1	online privacy rights and how to browse the internet anonymously
		1	private browsing: what is private browsing and how to browse internet anonymously
		1	private internet access vpn service
		1	proxydroid on android market browse internet anonymously on your devices
		1	right to use internet anonymously not a license to infringe
		1	search the internet anonymously
		1	stay private online
		1	surf anonymously online
		1	surf the internet anonymously
		1	surfing online privacy
		1	web anonymously
	Subtask ID: 2	Description: How to send secure emails
		1	data encryption
		1	internet explorer privacy solution
		1	internet privacy
		1	omniquad ltd
		1	online privacy rights and how to browse the internet anonymously
		1	private internet access vpn service
		1	web security internet filtering and internet security software
	Subtask ID: 3	Description: What browser to use for anonymity
		2	Anonymous Internet browsing enables
		2	Free anonymous Internet browsing
		2	Ratings Anonymous Internet Browsing
		2	anonymize surfing
		1	Anonymous Internet Browsing Tips
		1	Anonymous Internet Browsing software
		1	Browse Internet Anonymously with Tor
		1	Deep Web Browser
		1	Deep Web Search Engines
		1	How to Access the Deep Web
		1	How to Browse Web anonymously
		1	List Anonymous Internet Browsing
		1	Sunday The Anonymous Internet Browser
		1	ad blockers
		1	browse internet anonymously at work
		1	browse internet anonymously chrome
		1	browse internet anonymously firefox
		1	browse internet anonymously ipad
		1	browse internet anonymously iphone
		1	browse internet anonymously mac
		1	browse internet anonymously proxy
		1	browse internet anonymously raspberry pi
		1	browse internet anonymously with tor
		1	browse the internet anonymously
		1	browse the internet anonymously free
		1	how to browse anonymously and delete internet browsing history
		1	how to browse anonymously chrome
		1	how to browse internet anonymously
		1	how to browse internet anonymously using tor in fedora
		1	how to browse the internet anonymously with firefox
		1	how to browse the internet perfectly anonymously
		1	how to keep your data private and browse the internet anonymously
		1	how to search for internet health information anonymously
		1	how to use the internet anonymously using tor and privoxy
		1	internet activity
		1	internet anonymously
		1	internet explorer privacy solution
		1	internet explorer proxy manager
		1	internet privacy
		1	online privacy rights and how to browse the internet anonymously
		1	perfect browser
		1	private browsing: what is private browsing and how to browse internet anonymously
		1	private internet access vpn service
		1	privoxy Browse Internet Anonymously
		1	proxydroid on android market browse internet anonymously on your devices
		1	right to use internet anonymously not a license to infringe
		1	search the internet anonymously
		1	stay private online
		1	surf anonymously online
		1	surf the internet anonymously
		1	surfing online privacy
		1	web anonymously
		1	web security internet filtering and internet security software
	Subtask ID: 4	Description: How to avoid email tracking
		1	data encryption
		1	internet explorer privacy solution
		1	internet privacy
		1	omniquad ltd
		1	online privacy rights and how to browse the internet anonymously
		1	private internet access vpn service
		1	web security internet filtering and internet security software
	Subtask ID: 5	Description: What software/website (such as adblocker) should I use
		2	Anonymous Internet Browsing software
		2	ad blockers
		2	anonymize surfing
		2	internet privacy
		1	Anonymous Internet Browsing Tips
		1	Anonymous Internet browsing enables
		1	Browse Internet Anonymously with Operator
		1	Browse Internet Anonymously with Tor
		1	Deep Web Browser
		1	Deep Web Search Engines
		1	Free anonymous Internet browsing
		1	How to Access the Deep Web
		1	How to Browse Web anonymously
		1	List Anonymous Internet Browsing
		1	Ratings Anonymous Internet Browsing
		1	Secret Underground Websites
		1	Sunday The Anonymous Internet Browser
		1	browse internet anonymously at work
		1	browse internet anonymously chrome
		1	browse internet anonymously firefox
		1	browse internet anonymously ipad
		1	browse internet anonymously iphone
		1	browse internet anonymously mac
		1	browse internet anonymously proxy
		1	browse internet anonymously raspberry pi
		1	browse internet anonymously software
		1	browse the internet anonymously
		1	browse the internet anonymously free
		1	data encryption
		1	how to browse anonymously and delete internet browsing history
		1	how to browse anonymously chrome
		1	how to browse internet anonymously
		1	how to browse internet anonymously using tor in fedora
		1	how to browse the internet anonymously with firefox
		1	how to browse the internet perfectly anonymously
		1	how to keep your data private and browse the internet anonymously
		1	how to search for internet health information anonymously
		1	how to use the internet anonymously using tor and privoxy
		1	internet activity
		1	internet anonymously
		1	internet explorer privacy solution
		1	internet explorer proxy manager
		1	online privacy rights and how to browse the internet anonymously
		1	private browsing: what is private browsing and how to browse internet anonymously
		1	privoxy Browse Internet Anonymously
		1	proxydroid on android market browse internet anonymously on your devices
		1	right to use internet anonymously not a license to infringe
		1	search the internet anonymously
		1	stay private online
		1	surf anonymously online
		1	surf the internet anonymously
		1	surfing online privacy
		1	web anonymously
		1	web security internet filtering and internet security software
	Subtask ID: 6	Description: How to remove flash cookies
		2	cookie control
		1	Anonymous Internet Browsing Tips
		1	Anonymous Internet browsing enables
		1	Browse Internet Anonymously with Operator
		1	Browse Internet Anonymously with Tor
		1	ad blockers
		1	internet privacy
		1	safe cookies
		1	surf anonymously online
	Subtask ID: 7	Description: How to delete my internet history
		2	how to browse anonymously and delete internet browsing history
		1	Anonymous Internet Browsing Tips
		1	Deep Web Search Engines
		1	browse internet anonymously at work
		1	internet explorer privacy solution
		1	internet privacy
		1	iphone history
		1	online privacy rights and how to browse the internet anonymously
		1	pc hassles home privacy
		1	right to use internet anonymously not a license to infringe
		1	surf anonymously online
		1	surf the internet anonymously
		1	surfing online privacy
		1	web anonymously
		1	web security internet filtering and internet security software
Task ID: 44	Task: morel mushrooms hunting
	Subtask ID: 1	Description: When to hunt morel mushrooms
		1	(morel mushroom hunting leads
		1	Best Places to Find Morel Mushrooms
		1	Helpful Morel Mushroom Hunting
		1	History of Morel mushroom hunting
		1	Michigan Morel Mushroom Reports
		1	Morel Mushroom Hunting 2016
		1	Morel Mushroom Hunting Map
		1	Morel Mushroom Map 2016
		1	Morel Mushroom Sighting Map 2016
		1	Morel mushroom hunting is an extremely
		1	Morel mushroom hunting tips
		1	National Morel Mushroom Hunters
		1	RANDKEYWORDURL Morel mushroom hunting
		1	Remember that morel mushroom hunting
		1	Texas and morel mushroom hunting
		1	Tips for Hunting Morel Mushrooms
		1	Wild Mushroom Identification Charts
		1	best time to mushroom hunt
		1	can the the morel mushroom hunting
		1	changed morel mushroom hunting
		1	city morel mushroom hunting
		1	cover mushrooms
		1	daryl johnson shows
		1	dave fischer
		1	denne funksjonen er ikke tilgjengelig
		1	drug morel mushroom hunting
		1	find morel mushrooms
		1	forest fungi
		1	gary novak
		1	government hunting morel mushroomssquirrel
		1	great an morel mushroom hunting
		1	great morel
		1	great morel doesn
		1	great morel home page
		1	great morel web site
		1	guide morel mushrooms hunting
		1	healthy outdoor experience
		1	helpful morel mushroom hunting tips
		1	hunting tips
		1	illinois state morel mushroom hunting championship
		1	jason edge
		1	kaw valley
		1	laster inn … arbeider
		1	list of morel mushroom hunting
		1	love morel mushroom hunting
		1	lukk finn ut mer view
		1	michigan morel
		1	morel identification
		1	morel information
		1	morel mushroom hunting
		1	morel mushroom hunting 101
		1	morel mushroom hunting and a life lesson
		1	morel mushroom hunting club
		1	morel mushroom hunting in alaska
		1	morel mushroom hunting leads
		1	morel mushroom hunting must dos
		1	morel mushroom hunting resources
		1	morel mushroom hunting shop morel mushroom hunting sales
		1	morel mushroom hunting takes
		1	morel mushroom hunting tips
		1	morel mushroom report
		1	morel mushrooms
		1	morel mushrooms hunting
		1	morel mushrooms hunting club
		1	morel mushrooms hunting illinois
		1	morel mushrooms hunting in michigan
		1	morel mushrooms hunting in montana
		1	morel mushrooms hunting in tennessee
		1	morel mushrooms hunting in washington state
		1	morel mushrooms hunting in wisconsin
		1	morel mushrooms hunting iowa
		1	morel mushrooms hunting map
		1	morel mushrooms hunting michigan
		1	morel mushrooms hunting mn
		1	morel mushrooms hunting tips
		1	morel mushrooms hunting tips iowa
		1	morel mushrooms hunting wisconsin
		1	most useful morel mushroom hunting
		1	mushroom hunter
		1	mushroom hunting
		1	mushroom hunting adventure started
		1	mushroom hunting tips
		1	mushroom identification forays
		1	mushroom industry
		1	mycology
		1	national morel
		1	notes morel mushroom hunting
		1	oklahoma morel mushroom hunting
		1	onal Morel Mushroom Hunters
		1	pal morel mushroom hunting
		1	passionate morel mushroom hunters
		1	porcini mushrooms mushroom hunting
		1	secret spots
		1	secrets hunting
		1	spring morels
		1	successful morel mushroom hunt
		1	symptoms morel mushroom hunting
		1	weakness morel mushroom hunting
		1	when do morel mushrooms come out
		1	when does mushroom season start
		1	wild harvest
		1	wild morel mushrooms
	Subtask ID: 2	Description: Where to search for morel mushrooms
		1	(morel mushroom hunting leads
		1	Best Places to Find Morel Mushrooms
		1	Helpful Morel Mushroom Hunting
		1	History of Morel mushroom hunting
		1	Michigan Morel Mushroom Reports
		1	Morel Mushroom Hunting 2016
		1	Morel Mushroom Hunting Map
		1	Morel Mushroom Map 2016
		1	Morel Mushroom Sighting Map 2016
		1	Morel mushroom hunting is an extremely
		1	Morel mushroom hunting tips
		1	National Morel Mushroom Hunters
		1	RANDKEYWORDURL Morel mushroom hunting
		1	Remember that morel mushroom hunting
		1	Texas and morel mushroom hunting
		1	Tips for Hunting Morel Mushrooms
		1	Wild Mushroom Identification Charts
		1	best time to mushroom hunt
		1	can the the morel mushroom hunting
		1	changed morel mushroom hunting
		1	city morel mushroom hunting
		1	cover mushrooms
		1	daryl johnson shows
		1	dave fischer
		1	denne funksjonen er ikke tilgjengelig
		1	drug morel mushroom hunting
		1	find morel mushrooms
		1	forest fungi
		1	gary novak
		1	government hunting morel mushroomssquirrel
		1	great an morel mushroom hunting
		1	great morel
		1	great morel doesn
		1	great morel home page
		1	great morel web site
		1	guide morel mushrooms hunting
		1	healthy outdoor experience
		1	helpful morel mushroom hunting tips
		1	hunting tips
		1	illinois state morel mushroom hunting championship
		1	jason edge
		1	kaw valley
		1	laster inn … arbeider
		1	list of morel mushroom hunting
		1	love morel mushroom hunting
		1	lukk finn ut mer view
		1	michigan morel
		1	morel identification
		1	morel information
		1	morel mushroom hunting
		1	morel mushroom hunting 101
		1	morel mushroom hunting and a life lesson
		1	morel mushroom hunting club
		1	morel mushroom hunting in alaska
		1	morel mushroom hunting leads
		1	morel mushroom hunting must dos
		1	morel mushroom hunting resources
		1	morel mushroom hunting shop morel mushroom hunting sales
		1	morel mushroom hunting takes
		1	morel mushroom hunting tips
		1	morel mushroom report
		1	morel mushrooms
		1	morel mushrooms hunting
		1	morel mushrooms hunting club
		1	morel mushrooms hunting illinois
		1	morel mushrooms hunting in michigan
		1	morel mushrooms hunting in montana
		1	morel mushrooms hunting in tennessee
		1	morel mushrooms hunting in washington state
		1	morel mushrooms hunting in wisconsin
		1	morel mushrooms hunting iowa
		1	morel mushrooms hunting map
		1	morel mushrooms hunting michigan
		1	morel mushrooms hunting mn
		1	morel mushrooms hunting tips
		1	morel mushrooms hunting tips iowa
		1	morel mushrooms hunting wisconsin
		1	most useful morel mushroom hunting
		1	mushroom hunter
		1	mushroom hunting
		1	mushroom hunting adventure started
		1	mushroom hunting tips
		1	mushroom identification forays
		1	mushroom industry
		1	mycology
		1	national morel
		1	notes morel mushroom hunting
		1	oklahoma morel mushroom hunting
		1	onal Morel Mushroom Hunters
		1	pal morel mushroom hunting
		1	passionate morel mushroom hunters
		1	porcini mushrooms mushroom hunting
		1	secret spots
		1	secrets hunting
		1	spring morels
		1	successful morel mushroom hunt
		1	symptoms morel mushroom hunting
		1	weakness morel mushroom hunting
		1	when do morel mushrooms come out
		1	when does mushroom season start
		1	wild harvest
		1	wild morel mushrooms
	Subtask ID: 3	Description: What to wear when hunting mushrooms
		1	(morel mushroom hunting leads
		1	Best Places to Find Morel Mushrooms
		1	Helpful Morel Mushroom Hunting
		1	History of Morel mushroom hunting
		1	Michigan Morel Mushroom Reports
		1	Morel Mushroom Hunting 2016
		1	Morel Mushroom Hunting Map
		1	Morel Mushroom Map 2016
		1	Morel Mushroom Sighting Map 2016
		1	Morel mushroom hunting is an extremely
		1	Morel mushroom hunting tips
		1	National Morel Mushroom Hunters
		1	RANDKEYWORDURL Morel mushroom hunting
		1	Remember that morel mushroom hunting
		1	Texas and morel mushroom hunting
		1	Tips for Hunting Morel Mushrooms
		1	Wild Mushroom Identification Charts
		1	best time to mushroom hunt
		1	can the the morel mushroom hunting
		1	changed morel mushroom hunting
		1	city morel mushroom hunting
		1	cover mushrooms
		1	daryl johnson shows
		1	dave fischer
		1	denne funksjonen er ikke tilgjengelig
		1	drug morel mushroom hunting
		1	find morel mushrooms
		1	forest fungi
		1	gary novak
		1	government hunting morel mushroomssquirrel
		1	great an morel mushroom hunting
		1	great morel
		1	great morel doesn
		1	great morel home page
		1	great morel web site
		1	guide morel mushrooms hunting
		1	healthy outdoor experience
		1	helpful morel mushroom hunting tips
		1	hunting tips
		1	illinois state morel mushroom hunting championship
		1	jason edge
		1	kaw valley
		1	laster inn … arbeider
		1	list of morel mushroom hunting
		1	love morel mushroom hunting
		1	lukk finn ut mer view
		1	michigan morel
		1	morel identification
		1	morel information
		1	morel mushroom hunting
		1	morel mushroom hunting 101
		1	morel mushroom hunting and a life lesson
		1	morel mushroom hunting club
		1	morel mushroom hunting in alaska
		1	morel mushroom hunting leads
		1	morel mushroom hunting must dos
		1	morel mushroom hunting resources
		1	morel mushroom hunting shop morel mushroom hunting sales
		1	morel mushroom hunting takes
		1	morel mushroom hunting tips
		1	morel mushroom report
		1	morel mushrooms
		1	morel mushrooms hunting
		1	morel mushrooms hunting club
		1	morel mushrooms hunting illinois
		1	morel mushrooms hunting in michigan
		1	morel mushrooms hunting in montana
		1	morel mushrooms hunting in tennessee
		1	morel mushrooms hunting in washington state
		1	morel mushrooms hunting in wisconsin
		1	morel mushrooms hunting iowa
		1	morel mushrooms hunting map
		1	morel mushrooms hunting michigan
		1	morel mushrooms hunting mn
		1	morel mushrooms hunting tips
		1	morel mushrooms hunting tips iowa
		1	morel mushrooms hunting wisconsin
		1	most useful morel mushroom hunting
		1	mushroom hunter
		1	mushroom hunting
		1	mushroom hunting adventure started
		1	mushroom hunting tips
		1	mushroom identification forays
		1	mushroom industry
		1	mycology
		1	national morel
		1	notes morel mushroom hunting
		1	oklahoma morel mushroom hunting
		1	onal Morel Mushroom Hunters
		1	pal morel mushroom hunting
		1	passionate morel mushroom hunters
		1	porcini mushrooms mushroom hunting
		1	secret spots
		1	secrets hunting
		1	spring morels
		1	successful morel mushroom hunt
		1	symptoms morel mushroom hunting
		1	weakness morel mushroom hunting
		1	when do morel mushrooms come out
		1	when does mushroom season start
		1	wild harvest
		1	wild morel mushrooms
	Subtask ID: 4	Description: What tools should you use to find and pick mushrooms
		1	(morel mushroom hunting leads
		1	Best Places to Find Morel Mushrooms
		1	Helpful Morel Mushroom Hunting
		1	History of Morel mushroom hunting
		1	Michigan Morel Mushroom Reports
		1	Morel Mushroom Hunting 2016
		1	Morel Mushroom Hunting Map
		1	Morel Mushroom Map 2016
		1	Morel Mushroom Sighting Map 2016
		1	Morel mushroom hunting is an extremely
		1	Morel mushroom hunting tips
		1	National Morel Mushroom Hunters
		1	RANDKEYWORDURL Morel mushroom hunting
		1	Remember that morel mushroom hunting
		1	Texas and morel mushroom hunting
		1	Tips for Hunting Morel Mushrooms
		1	Wild Mushroom Identification Charts
		1	best time to mushroom hunt
		1	can the the morel mushroom hunting
		1	changed morel mushroom hunting
		1	city morel mushroom hunting
		1	cover mushrooms
		1	daryl johnson shows
		1	dave fischer
		1	denne funksjonen er ikke tilgjengelig
		1	drug morel mushroom hunting
		1	find morel mushrooms
		1	forest fungi
		1	gary novak
		1	government hunting morel mushroomssquirrel
		1	great an morel mushroom hunting
		1	great morel
		1	great morel doesn
		1	great morel home page
		1	great morel web site
		1	guide morel mushrooms hunting
		1	healthy outdoor experience
		1	helpful morel mushroom hunting tips
		1	hunting tips
		1	illinois state morel mushroom hunting championship
		1	jason edge
		1	kaw valley
		1	laster inn … arbeider
		1	list of morel mushroom hunting
		1	love morel mushroom hunting
		1	lukk finn ut mer view
		1	michigan morel
		1	morel identification
		1	morel information
		1	morel mushroom hunting
		1	morel mushroom hunting 101
		1	morel mushroom hunting and a life lesson
		1	morel mushroom hunting club
		1	morel mushroom hunting in alaska
		1	morel mushroom hunting leads
		1	morel mushroom hunting must dos
		1	morel mushroom hunting resources
		1	morel mushroom hunting shop morel mushroom hunting sales
		1	morel mushroom hunting takes
		1	morel mushroom hunting tips
		1	morel mushroom report
		1	morel mushrooms
		1	morel mushrooms hunting
		1	morel mushrooms hunting club
		1	morel mushrooms hunting illinois
		1	morel mushrooms hunting in michigan
		1	morel mushrooms hunting in montana
		1	morel mushrooms hunting in tennessee
		1	morel mushrooms hunting in washington state
		1	morel mushrooms hunting in wisconsin
		1	morel mushrooms hunting iowa
		1	morel mushrooms hunting map
		1	morel mushrooms hunting michigan
		1	morel mushrooms hunting mn
		1	morel mushrooms hunting tips
		1	morel mushrooms hunting tips iowa
		1	morel mushrooms hunting wisconsin
		1	most useful morel mushroom hunting
		1	mushroom hunter
		1	mushroom hunting
		1	mushroom hunting adventure started
		1	mushroom hunting tips
		1	mushroom identification forays
		1	mushroom industry
		1	mycology
		1	national morel
		1	notes morel mushroom hunting
		1	oklahoma morel mushroom hunting
		1	onal Morel Mushroom Hunters
		1	pal morel mushroom hunting
		1	passionate morel mushroom hunters
		1	porcini mushrooms mushroom hunting
		1	secret spots
		1	secrets hunting
		1	spring morels
		1	successful morel mushroom hunt
		1	symptoms morel mushroom hunting
		1	weakness morel mushroom hunting
		1	when do morel mushrooms come out
		1	when does mushroom season start
		1	wild harvest
		1	wild morel mushrooms
Task ID: 45	Task: watch tv on the internet
	Subtask ID: 1	Description: How to stream cable TV online
		2	1000 free online tv channels
		2	How to Watch TV Online for Free
		2	Stream Live TV Over Internet
		2	watch internet tv on tv wireless
		2	watch internet tv on tv with mac
		2	watch internet tv on your tv
		2	watch tv on the internet dish network
		2	watch tv on the internet live
		2	watch tv on the internet time warner
		2	watch tv online
		1	350 online tv channels sorted
		1	Comments How to watch Internet TV
		1	Download How To Watch TV Internet
		1	Home How To Watch TV Internet
		1	Internet TV watch live
		1	Internet television
		1	Live Television on the Internet
		1	Over the Internet Watch TV
		1	Show Watch Internet TV
		1	Streaming Internet TV Watch
		1	Streaming TV Free Online No Sign Up
		1	Television Watch Internet TV
		1	Watch Live TV Online Free
		1	Watch TV Internet 09
		1	Watch TV Internet January
		1	Watch TV Internet Windows
		1	Watch TV Internet is the new
		1	channel king
		1	how to watch tv on the internet
		1	internet online tv
		1	live internet tv
		1	live tv online
		1	pcsatellite tv
		1	pcwatch tv
		1	stream live tv shows
		1	streams online tv
		1	super internet tv
		1	verizon tv & movies
		1	watch Internet TV on
		1	watch free internet tv stations
		1	watch free online tv stations
		1	watch global tv on the internet
		1	watch internet tv on my tv
		1	watch internet tv on tv at home
		1	watch live internet tv stations
		1	watch live tv online
		1	watch local tv on the internet
		1	watch streaming tv internet
		1	watch tv internet service
		1	watch tv on the internet
		1	watch tv on the internet for free
		1	watch tv on the internet for free live
		1	watch tv on the internet for free tv channels
		1	watch tv on the internet for free!
		1	watch tv on the internet free
		1	watch tv on the internet free of charge
		1	watch tv on the internet in canada
		1	watch tv on the internet philippines
		1	watch tv on the internet software
		1	watch tv on the internet uk
		1	watch tv shows internet
		1	watch tv shows on the internet
		1	watch tv shows on the internet for free
		1	web tv
	Subtask ID: 2	Description: List of services offering online TV
		2	free internet tv
		2	watch internet tv on tv wireless
		2	watch internet tv on tv with mac
		2	watch tv internet service
		2	watch tv on the internet live
		1	1000 free online tv channels
		1	350 online tv channels sorted
		1	Comments How to watch Internet TV
		1	Free Cable TV on the Internet
		1	Free Live TV Streaming Channels
		1	Home How To Watch TV Internet
		1	How to Watch TV Online for Free
		1	Internet TV watch live
		1	Internet television
		1	Live Television on the Internet
		1	Over the Internet Watch TV
		1	Show Watch Internet TV
		1	Stream Live TV Over Internet
		1	Streaming Internet TV Watch
		1	Streaming TV Free Online No Sign Up
		1	Watch Live TV Online Free
		1	Watch TV Internet 09
		1	Watch TV Internet is the new
		1	favorite tv shows online
		1	free online tv stations
		1	how to watch tv on the internet
		1	internet online tv
		1	internet tv channels
		1	internet tv stations
		1	internetfree tv channels
		1	live internet tv
		1	live russia channels
		1	live tv online
		1	pcsatellite tv
		1	pcwatch tv
		1	sports live tv streams
		1	sports tv Watch Internet
		1	stream live tv shows
		1	streams online tv
		1	tv streams
		1	watch Internet TV on
		1	watch free cable tv channels
		1	watch free internet tv stations
		1	watch free online tv stations
		1	watch free tv
		1	watch global tv on the internet
		1	watch internet tv on my tv
		1	watch internet tv on tv at home
		1	watch internet tv on your tv
		1	watch live internet tv stations
		1	watch live tv online
		1	watch local tv on the internet
		1	watch streaming tv internet
		1	watch tv on the internet
		1	watch tv on the internet australia
		1	watch tv on the internet dish network
		1	watch tv on the internet for free
		1	watch tv on the internet for free live
		1	watch tv on the internet for free tv channels
		1	watch tv on the internet for free!
		1	watch tv on the internet free
		1	watch tv on the internet free of charge
		1	watch tv on the internet in canada
		1	watch tv on the internet philippines
		1	watch tv on the internet software
		1	watch tv on the internet uk
		1	watch tv online
		1	watch tv shows internet
		1	watch tv shows on the internet
		1	watch tv shows on the internet for free
		1	watch tv sitcoms internet
		1	web tv
	Subtask ID: 3	Description: Compare online TV subscriptions
		1	favorite tv shows online
		1	watch internet tv on my tv
		1	watch internet tv on tv at home
		1	watch internet tv on tv wireless
		1	watch internet tv on tv with mac
		1	watch internet tv on your tv
		1	watch tv internet service
		1	watch tv on the internet dish network
		1	watch tv on the internet time warner
	Subtask ID: 4	Description: Minimum internet bandwidth needed for watching TV online
		1	How to Watch TV Online for Free
		1	Watch TV Internet Windows
		1	how to watch tv on the internet
		1	internet online tv
		1	streams online tv
		1	tv online broadcasting
		1	verizon tv & movies
		1	watch internet tv on my tv
		1	watch internet tv on tv at home
		1	watch internet tv on tv wireless
		1	watch internet tv on tv with mac
		1	watch internet tv on your tv
		1	watch tv on the internet dish network
		1	watch tv on the internet time warner
		1	web tv
	Subtask ID: 5	Description: What is the average cost for watching tv online
		2	watch tv on the internet dish network
		2	watch tv on the internet time warner
		1	channel king
		1	super internet tv
		1	verizon tv & movies
		1	watch internet tv on my tv
		1	watch internet tv on tv at home
		1	watch internet tv on tv wireless
		1	watch internet tv on tv with mac
		1	watch internet tv on your tv
		1	watch tv internet service
	Subtask ID: 6	Description: List of TV channels online
		2	350 online tv channels sorted
		2	Free Local TV Channels
		2	watch tv on the internet dish network
		2	watch tv on the internet time warner
		1	1000 free online tv channels
		1	Free Live TV Streaming Channels
		1	Internet TV watch live
		1	Internet television
		1	Live Television on the Internet
		1	Over the Internet Watch TV
